"","clusterNumber","ANS01.PFC.1A","ANS01.PFC.2A","ANS01.PFC.3A","ANS01.PFC.1B","ANS01.PFC.2B","ANS01.PFC.3B","ANS01.PFC.1C","ANS01.PFC.2C","ANS01.PFC.3C"
"PLCXD3",1,131.6332035,126.3539387,122.0912367,88.64582611,65.1326595,116.0283485,88.76587042,98.51157993,86.11399688
"RBM12B2",1,405.5063299,448.2691443,420.3464697,378.8232821,322.0795075,411.6912312,368.2051833,376.6149545,350.2401435
"GNAI3",1,729.3053824,755.4146796,672.1754508,619.8787926,547.1271175,650.3237716,622.5480649,643.908467,548.3185857
"MYO10",1,714.4364508,829.7368233,674.3536669,526.8911477,470.209077,644.4337576,532.1911224,635.045602,505.0279768
"SIK1",1,240.537858,312.6657857,210.0948528,155.4385112,111.2567552,222.9827406,147.0498287,165.9956599,118.9870524
"RAP1A",1,924.884772,987.9864896,874.5865021,832.0485377,757.6296829,894.1183127,800.0947077,848.6643694,758.714242
"CRYBB3",1,11.77649573,12.3404309,15.20567658,5.444205392,3.861255638,12.52937066,13.16807897,8.739882199,8.126093671
"MISP",1,6.102897512,6.86896921,11.50847345,2.135407611,0.890848936,6.489127918,5.332271034,2.790234679,4.095373645
"SEC16A",1,1108.664763,1049.476403,1230.111312,926.1409758,938.488869,1040.665109,1056.523922,1019.126294,1010.777938
"ZFP647",1,48.50231154,43.26978456,53.67715222,31.73914128,34.13330264,44.9065219,41.14344573,37.03489783,40.55772395
"CSF3R",1,85.29223971,85.62914295,90.65016578,65.18838171,66.89886197,77.05417725,77.83098906,63.09285215,75.75637697
"SAMD9L",1,161.25844,172.9682741,182.6480048,95.70979088,97.59398055,139.1968217,152.6042398,119.6159338,128.4204759
"GM17655",1,50.83524781,59.02474421,58.34962444,44.09546033,54.46699876,69.56192107,46.97842354,49.37074203,50.96925056
"TTC30A1",1,94.20567909,98.4902263,99.85873721,78.46338578,75.32704957,95.36242605,87.66935675,84.2951642,80.65146036
"PLAT",1,525.3360162,559.5368417,597.1872147,397.0714037,420.1982369,508.2365729,442.515943,464.8199367,457.0015235
"RSBN1L",1,695.0919631,733.4468554,728.9298675,591.8758985,586.9064793,688.7687448,624.9747518,646.1702475,634.1661804
"DNER",1,3132.276929,3008.414766,3251.961297,2396.573404,2089.917926,2746.333698,2824.643246,2641.979306,2727.46834
"SLC29A4",1,100.1057259,89.96088459,111.309872,67.0727553,51.12154404,78.40425808,82.72055524,73.71235707,87.00865877
"LMO3",1,2642.670064,2702.411595,2766.880329,2182.875071,1512.227431,2286.32689,2305.386895,2051.975559,2486.394955
"ATP6AP1L",1,162.0484253,160.7293736,160.4118395,109.8788999,74.65331292,143.3703914,145.0398454,119.9673604,147.0614072
"CLMP",1,651.4436445,683.8332147,650.0437948,539.1229535,454.3730183,554.34315,659.2102578,501.2894764,575.7400723
"TUNAR",1,12.22761478,11.51065386,9.340065406,4.619455169,7.735168375,8.427277582,2.80641526,7.439635626,7.968866958
"KLHL14",1,86.86502843,154.1301425,126.211398,39.32001861,15.47201986,46.19683371,90.23912646,55.49478259,74.52829657
"NDST4",1,766.6551063,1098.470849,1043.148297,105.802771,31.23241913,443.0257855,644.2715874,490.0922541,588.5194637
"ABI3BP",1,802.800489,1240.409927,1003.993933,161.7045837,101.1212321,466.5001185,747.3733012,437.1611885,731.2911787
"ZKSCAN3",1,836.4294519,881.8051203,864.1222002,706.5666916,686.8689447,805.0199812,731.6757777,730.9635594,814.134291
"PCGF6",1,379.1115874,400.1805461,402.8832864,338.1158285,333.0580986,366.7504888,359.8181714,347.6600841,376.7401374
"ADAM1A",1,327.3081895,397.5327582,316.4937757,192.8922457,188.1230087,245.4285716,205.681843,187.2397795,243.3576544
"GM44777",1,9.901263839,15.90913976,8.334250896,9.157797696,13.55958089,17.7741932,12.38180894,12.61499024,9.745763544
"P4HA2",1,241.9297005,259.152429,246.4561952,196.044736,204.2279672,229.9113758,223.2469694,210.1199924,221.4996712
"SSC5D",1,54.68896202,68.98530033,52.13766744,24.17590226,32.46170582,47.47022115,38.1010533,30.90430547,48.99740653
"NUP153",1,976.4644936,980.789138,944.3469753,803.3857566,830.9578263,892.072454,851.1300712,782.1317226,872.9227427
"SH3PXD2B",1,382.119361,391.0006531,376.4597597,279.4448149,288.8893806,307.8690982,310.5998043,285.0900773,316.5394463
"CAPZA1",1,802.6999801,794.3668563,770.5348418,699.771843,673.0552802,714.0583379,723.2489503,679.1273464,732.2913892
"PCDH18",1,141.268689,129.520788,128.5156665,109.2956845,106.7715434,119.1683265,114.0718163,109.6419377,114.8626014
"GM13016",1,42.50304768,17.10500227,36.47383385,4.565384199,2.900021497,4.696538685,3.851203738,20.86891144,6.2020115
"GIMAP5",1,17.83009287,14.08081933,15.12058553,4.882877577,5.831992825,10.5745514,9.535331267,4.778423396,6.457256406
"ADGRA2",1,295.9521372,264.1630366,271.506416,170.3516456,200.4446518,228.3332415,205.2589494,199.4288568,198.0211643
"PCBP2",1,3457.799922,3330.672662,3424.693414,2938.008896,3047.92489,3185.188598,3044.356372,3033.048478,3104.268138
"POGZ",1,1091.366903,992.1210399,1069.387106,968.7898011,841.404445,1005.365282,904.9702832,883.7575237,1018.523373
"DHX15",1,1962.385469,1721.661389,1765.134005,1722.539263,1471.137909,1742.062013,1615.220039,1612.333087,1700.331706
"FILIP1",1,297.8760461,222.7324317,211.8560987,217.4997456,83.61103535,183.687296,148.8252806,134.0439776,210.3181494
"INPP4B",1,265.4027172,198.0963354,183.8118699,163.6924528,121.1961215,200.5144181,157.5885841,151.8540864,161.4637446
"NHS",1,207.4329014,170.6364827,144.2676475,128.6302623,112.0384381,167.0610213,121.1214817,124.5031905,147.5249994
"ZFP618",1,119.9825638,99.84099196,89.0001154,75.07982349,40.63156149,86.80306747,67.93183125,62.42311323,83.81896638
"GM49328",1,12.16495872,8.418938308,28.04535711,6.911767113,16.38735806,7.093073781,14.23022498,14.98832025,21.27179637
"ATP6V0E",1,308.4815298,312.3154869,305.3501431,299.7183199,289.8896991,302.105002,294.4014459,285.7470298,297.6573967
"TNRC6B",1,2069.232128,2387.279852,2282.626351,1926.78355,1638.445074,1990.143865,1695.414453,1631.802983,1941.445511
"PRR11",1,14.43912026,16.74301667,14.56253044,10.39310929,4.828301436,11.9336423,8.461557484,9.712241622,11.50374207
"ZSCAN26",1,1835.241007,1874.944697,1853.073359,1782.366853,1585.067895,1808.535222,1653.122247,1702.037053,1772.649902
"SLC35A3",1,448.4221038,469.1952718,411.6427005,374.8270469,330.8009863,433.3191049,362.3065503,323.5960472,402.2013869
"GM38394",1,9.843086131,42.8181172,20.15799329,20.5857288,7.857727437,13.25688326,53.19301633,42.27606606,15.33043952
"GABRG1",1,611.6762361,667.0208325,614.6003283,535.3559511,422.3818388,584.5191806,545.1000837,509.0179946,559.3917517
"SIKE1",1,1150.520633,1270.216473,1048.78617,850.9556014,554.9080577,910.2284175,835.4172738,736.2094353,860.8628292
"LZTFL1",1,1376.345832,1242.554659,1225.884931,1093.235222,1007.186519,1241.168769,1080.083395,1111.043575,1242.034348
"DCDC5",1,6.325711302,5.741842104,4.84704641,2.122130062,0,5.675699519,1.848916958,2.186878452,6.101748445
"GM9801",1,53.08383173,49.37239443,54.10613006,40.35237286,31.82893778,47.25307838,41.73957068,35.18896569,46.10728584
"GM49373",1,5.562620033,4.186361533,5.178093904,11.55029308,4.832172604,4.83214799,10.26391618,5.94113495,12.42500211
"SERPINE2",1,2289.406224,2163.895854,2295.44111,1961.585874,1955.850653,2294.340263,2102.708807,1941.157131,2118.056305
"RAB39",1,48.84842574,37.61251609,47.92016022,26.51829923,24.18880822,40.62289426,31.03132623,26.08362721,35.44061129
"CHMP1B",1,30.23802071,22.07345723,19.32705456,21.75754548,35.40305541,40.39727963,22.6815013,16.95435115,15.10203022
"CCDC97",1,724.952046,718.539433,731.2228834,675.925453,663.6797316,717.7182188,657.728989,644.661771,644.0722414
"GM49486",1,21.33956107,32.95375183,29.11783418,26.63003492,31.02363425,23.38987808,16.41001565,30.16112914,26.80869393
"HSDL2",1,514.1703523,530.4374502,532.2443299,454.9468359,479.2987321,495.6126267,426.4566716,486.8200364,474.3890812
"MGA",1,1503.51166,1489.743764,1563.594684,1188.732804,1277.062577,1454.874297,1056.49878,1361.506936,1330.322395
"SFPQ",1,3649.83553,3540.768575,3559.79314,3001.104973,2860.08484,3305.346863,3041.444633,3163.884469,3258.190154
"HYDIN",1,36.44811347,40.0222662,39.56792587,13.86547595,2.88704067,28.13003321,12.39043102,21.03639424,23.88495148
"PTPN12",1,794.6397878,738.7090696,734.8599472,637.4342035,552.9960357,707.4008971,547.1058787,647.1483791,623.1467111
"WDR3",1,387.5115618,366.4222266,378.4173079,340.4883527,326.9509813,357.833113,320.8467677,337.2424248,353.4413347
"RNF2",1,599.4472384,586.1126394,609.9659907,534.0351451,474.7955075,508.0862834,490.9091697,577.1828269,520.0745017
"SLC2A5",1,91.41232345,92.62674179,102.8210393,58.82698523,46.78565089,47.32954708,57.98369962,81.27599243,57.49681783
"EDARADD",1,1068.679834,1014.958346,1101.093182,1126.828684,1166.373669,1046.184792,1249.40523,1168.740975,1062.439948
"ZFP92",1,62.07731223,62.4571634,75.99840667,45.17802784,38.70467549,54.66397001,55.46387371,60.42527282,47.49583339
"CLDN1",1,35.1168545,33.17425371,37.5040444,21.99374631,19.37696154,28.81456978,22.61291322,32.90325155,24.01252013
"LIX1",1,1184.356536,1193.984296,1204.869378,1077.993686,982.8508135,1125.383809,1091.463784,1139.396857,1070.763739
"KCNE1L",1,357.4243511,370.0096966,322.7805846,332.9629755,369.4949111,357.0117988,384.3602279,384.6690053,407.5796914
"SMOC1",1,317.3592639,295.5966492,253.0041385,133.596559,110.7118175,182.9612605,170.2563494,203.1405161,195.5167033
"HCN4",1,207.8338649,189.7931815,147.5772233,78.63695769,56.70273477,98.54804212,116.3254433,124.6216426,99.91405864
"FAM171B",1,9283.984038,8964.12589,8325.073996,7345.449363,7012.908269,8160.268009,7795.395723,8181.89958,7414.818035
"PBX1",1,4966.686854,4629.281111,4322.19543,3635.850523,3327.962418,3971.643667,3994.841007,4206.017917,3648.421212
"PACSIN2",1,1573.498866,1434.499532,1214.983604,793.8659977,779.3217855,977.7930043,857.9480652,1066.599374,818.8689247
"GDPD5",1,628.5725152,628.2445916,546.3875475,376.8622722,343.9174022,451.4275594,405.629255,467.3016604,371.1217283
"MDGA1",1,612.9777409,619.2555664,590.5413441,302.9816325,184.8449978,398.3204042,413.939661,383.7468875,278.4598477
"PROKR2",1,102.7723348,97.61197538,83.5993305,44.70902248,13.32609583,53.80480601,47.54462522,65.29765757,37.66507673
"PLIN2",1,96.77228062,104.3061396,97.43812239,56.40230588,52.24502961,66.71329051,69.47660578,78.20120578,72.47282671
"UST",1,446.5367115,494.0236892,426.4436073,315.5551527,267.8833888,366.9349956,362.3606558,371.5942878,344.1309822
"SOX2",1,633.0051697,591.074838,594.088889,532.3008563,479.5157625,526.3084957,557.1660337,516.8374457,536.0942304
"MXD3",1,18.73431743,14.97323279,17.07643826,11.07565808,5.589690354,10.86408564,9.2423998,9.381305071,11.96175327
"YBX1",1,2020.263155,2022.479013,2006.382447,1799.833496,1613.112944,1752.546902,1782.083985,1791.245877,1838.549886
"RASA2",1,894.755834,871.0241187,895.4114452,657.2340697,526.6004055,710.3306101,699.5311158,646.725708,660.7991791
"HECTD2",1,553.1411187,525.5321647,518.497002,393.4332831,333.6328724,442.5227403,424.4058731,412.659437,433.0665552
"UBE2E3",1,1412.109888,1323.712227,1401.773268,1227.490678,1104.740017,1209.571151,1199.262402,1302.166485,1143.755003
"DPYSL5",1,688.8887449,553.6159061,668.5535173,484.2303287,396.3189203,481.0610018,448.6309483,541.1176327,443.1524021
"WDR5",1,473.2972617,449.7917576,465.0209197,421.601209,412.5639998,433.124563,430.8501009,438.8737598,431.0419206
"DPYD",1,119.2075662,85.56140537,106.135375,62.92993865,54.26898447,64.37573998,65.29326409,83.53009963,70.77605762
"KIRREL3",1,713.1240985,666.7563626,710.2914308,562.9083569,487.6851116,585.5867369,587.6722221,623.0558672,602.9384446
"MKRN3",1,28.67158934,23.14285244,29.11793037,16.11718883,9.660476993,17.77662783,16.13637129,20.18759568,17.72389456
"ZFP608",1,543.172844,474.7018735,467.6919242,317.2658762,271.2219377,330.632353,317.7832549,385.9808642,355.4797151
"LHFPL3",1,6.655896393,4.197229905,8.303728908,5.775008647,4.821748244,3.583183049,1.879786995,3.732824379,5.3198441
"KCTD12B",1,82.33357603,65.71153316,59.55380838,50.9099672,44.56479345,73.28351435,63.82767769,76.19934161,64.87586584
"ADGRG6",1,145.4862733,124.6209214,105.4182841,103.3974272,82.11973303,132.1065813,113.1461815,118.8680658,112.0465739
"TARDBP",1,4225.561096,4104.01702,3730.139001,3703.746678,3348.015441,4074.687709,3792.487376,4133.808941,3757.107719
"CLP1",1,105.1339161,105.2263658,77.15341082,90.10619333,65.41416262,107.3977911,99.17565758,102.0299459,97.90509997
"BC043934",1,9.952660633,10.02690846,7.515789103,7.287557179,3.839983616,9.629447929,9.452171512,10.84091801,8.794505837
"LACTB",1,269.767041,255.6762368,255.9155352,257.2369253,224.336305,273.2992343,248.849136,278.1496732,244.7842284
"CEP68",1,602.9729669,572.7223503,549.5034463,536.5204899,465.5750652,571.7600259,525.6047251,575.8635407,519.6428308
"GM17115",1,26.05559324,18.24367006,28.3720764,24.1078529,19.37144729,12.68859306,23.2830665,18.56863912,12.37332919
"DNAAF5",1,110.9205391,83.82874037,94.56220817,89.98853684,70.34088281,94.79134631,92.84316437,98.19230029,89.36000015
"GLYCTK",1,80.8551196,68.23026066,67.28367673,64.69299058,52.6722979,65.96901083,64.55689448,74.28996556,60.27869419
"LRRC9",1,54.39532936,36.87563687,30.94127529,33.46424802,16.73955839,35.18708761,38.62478256,45.87840372,29.09251116
"UBE2CBP",1,27.58478214,26.34056393,25.9983968,23.0095995,18.36335236,20.13462859,23.72467061,25.41092,22.13833999
"TMEM35A",1,1015.45458,924.85668,990.300507,820.0858558,760.5882154,792.2468349,906.6201027,874.8184404,817.6577707
"A830082N09RIK",1,21.83094555,14.99382354,10.45860311,26.41557358,14.49726106,5.846346503,13.44074181,16.36435825,13.23663851
"IBA57",1,153.7409413,108.7323889,135.4759463,125.0701948,90.49415375,102.9962939,121.7088453,109.1407222,107.121588
"SCN3B",1,2359.064524,2015.723704,2358.088583,2141.295258,1778.271892,2054.47746,2210.213902,2173.109158,1923.046252
"NNAT",1,1578.935552,1143.451464,1525.755545,1219.321101,650.7609292,1184.943821,1258.8217,1262.81466,900.6641686
"TRAPPC6A",1,72.05035919,56.36005123,72.71732225,55.25150446,44.5473996,55.79124696,64.05043622,58.53258157,51.77278444
"TMEM130",1,2575.599263,2308.238569,2575.089269,2339.671711,2122.292636,2248.163563,2542.5447,2387.347731,2150.801244
"CDKN1A",1,511.435719,410.6066544,419.0516416,317.2251774,259.37831,371.0428828,419.7381405,368.3997583,304.6542159
"KCND3",1,2146.633638,1846.635136,2036.778139,1628.396956,1440.207189,1741.187493,1872.733784,1806.282198,1610.142826
"NOS1",1,1093.053695,861.1592169,885.4949079,724.7648406,625.1377101,843.9563734,840.316995,881.8518814,736.0928858
"RNF217",1,764.0672222,676.661742,695.1083355,619.1426498,579.0865761,694.8322021,693.5730912,672.1940532,598.2612234
"GRIA1",1,7261.493574,6830.979144,6880.623796,6535.327277,5668.796087,6815.149161,6669.026773,6811.304087,5914.187791
"HIBADH",1,809.255657,761.5788035,772.7149618,746.9028304,681.9286766,767.1190407,759.5819375,742.3280505,707.4076827
"WNT7A",1,200.6705124,178.181007,171.1197811,168.4318305,120.0422907,155.6569002,172.8206951,159.3882261,144.4430677
"CPNE4",1,1821.619483,1685.269292,1564.516509,1355.775207,846.3748459,1407.791848,1522.911976,1547.181658,1106.701962
"EPHA5",1,2722.913857,2678.532725,2508.870299,2259.080131,1823.12975,2415.383748,2455.619783,2366.946302,2166.746973
"SH3BGRL",1,1983.73702,1888.102824,1812.404466,1739.598184,1461.213158,1738.690383,1780.502226,1757.218711,1639.058354
"DND1",1,26.13114837,18.04172536,27.51299263,8.713907525,7.258745591,20.38047143,21.59775569,17.31356222,10.10520063
"PID1",1,819.8919064,688.0258732,785.2502904,630.958704,585.2482951,717.2891056,780.8404349,720.3291879,676.8513196
"GMDS",1,127.9803801,113.8752488,129.3366585,106.0113413,91.59704338,114.2782881,125.7245446,105.9676811,108.1932338
"GABRA2",1,1589.424065,1500.471701,1562.200929,1238.123947,1117.138133,1377.916277,1447.298192,1300.760451,1307.719114
"ATXN7",1,614.7315889,582.8944426,614.9215854,551.1013541,491.5544011,573.375799,576.8135777,536.1921792,549.5537897
"TNFAIP8L3",1,261.2021783,245.5274085,268.9491284,214.7017366,119.8000837,251.2455559,255.6977905,224.8345309,207.5744428
"CAAP1",1,175.2397149,177.0878044,169.1902692,150.6880286,126.08287,162.633309,170.3735029,157.1354161,150.6494288
"FGF11",1,392.3881748,386.2267828,362.249482,331.5664883,268.183488,367.0125538,358.5866589,348.9647983,334.0236592
"ABCC12",1,17.26120983,16.51234556,17.43547689,11.66909252,2.157993094,14.40239935,20.2046309,9.920831171,12.97749148
"UNC119B",1,439.7500043,460.0608165,441.6322974,427.1473049,353.6985851,429.0217056,462.0875419,420.0196435,404.8290213
"DDAH2",1,133.2521529,128.5615765,123.1709566,129.6180194,85.73108663,116.7798979,128.3072191,115.1990562,114.2060143
"HTR2C",1,963.6645463,917.8402635,973.2782513,789.9799771,294.1109257,735.6556034,786.931737,635.6259205,721.9384033
"DHRS13",1,77.3146909,77.25255732,78.38728843,65.01741562,48.70891023,67.41966781,73.85340053,72.59324383,56.20071924
"ADRA2A",1,287.6210659,334.0820741,330.0633502,230.1901706,149.7807931,235.9831647,277.0402232,292.0611113,231.4049505
"PPP2R5A",1,1678.741087,1699.1547,1714.558327,1614.928058,1521.558876,1619.526679,1671.857547,1630.556118,1599.810907
"SHISAL1",1,1133.993286,1218.798514,1194.077825,803.8604455,585.949848,894.4414513,1024.344442,968.5184343,891.5115989
"TWF1",1,852.3683218,817.7490987,869.5898914,761.6827847,705.4701463,750.5342285,887.4634046,860.6534497,751.3068525
"NRP2",1,647.1503449,551.1118783,676.0847479,513.5416302,345.9065586,522.8629907,630.8520354,570.4920337,542.6454502
"GNAI2",1,2249.752015,2230.474721,2312.174925,2082.346182,1929.790812,2085.661871,2292.488735,2207.362155,2160.430432
"TUBB2B",1,1781.995618,1784.334126,1877.476637,1581.615687,1419.799434,1665.363153,1793.566346,1807.876113,1646.198835
"PGLYRP1",1,81.41350713,41.27537226,75.14655464,49.43778754,55.73024376,75.97887163,75.03770903,61.04574533,70.29102294
"GM43061",1,13.3242209,12.53931347,4.162763915,8.070976709,5.79367523,10.75376927,12.23008661,8.97047685,11.50797347
"MOXD1",1,144.8059524,95.7250611,140.3715583,100.3576889,92.64108571,140.6054945,144.224805,122.7172594,117.7957454
"H2AC6",1,22.14979846,9.437024693,18.75410653,9.213707651,5.802613588,21.42428737,16.04184649,11.94602239,15.92783577
"NOD2",1,16.50698682,7.407691553,15.55419492,11.54476101,7.703697935,15.27526513,14.31126162,9.760575654,7.964646107
"ZFP85",1,95.59327249,61.23851309,85.02436776,73.2201858,52.09851325,85.62757492,78.78718171,64.05343278,62.83443472
"CLBA1",1,203.5215944,166.390865,211.2559079,180.9449822,169.5383559,188.8526995,189.1426572,155.7190865,168.1366689
"GM49359",1,28.89832699,29.18744647,30.19006393,25.3745431,41.56688864,28.75820688,28.15504447,35.08093868,38.97945242
"HMG20B",1,223.3221527,175.5087868,232.2215104,191.5648697,192.0234545,217.1489804,222.0472675,184.8204713,200.525064
"COL17A1",1,25.59492239,6.185171405,30.64954792,10.49349069,7.643454596,26.49559324,32.44544068,12.99873415,12.88709821
"MYNN",1,380.3568221,193.182011,306.6954523,183.5259973,174.711981,235.2990584,354.6660663,197.8101023,233.6502134
"GM37056",1,80.47786872,72.99405621,78.82886394,69.31086442,91.41849099,73.10895739,79.78690744,68.26753079,92.04603668
"RABGGTB",1,669.2245409,605.3981396,676.615792,589.5851788,607.0684717,637.5640659,644.2359786,606.7783497,604.0325778
"CHRNB1",1,18.21421375,3.927758733,16.58515794,2.570999776,3.584866993,7.009670412,15.86939145,6.746841879,3.951579785
"HIST1H2AP",1,8.958302471,6.600502376,4.794385107,8.350550394,9.734889133,3.671213462,6.958745828,13.99378457,5.935185147
"IGFBP3",1,198.582763,154.466182,189.3687074,145.0096788,178.0223509,173.6206128,162.9327175,173.1423083,151.8585898
"HCAR1",1,27.59725412,9.507605208,23.87434175,5.776692252,17.35117948,15.36351891,9.47829935,14.21871522,12.38852849
"CDKAL1",1,184.907838,157.9200198,180.6939868,153.8091989,161.5206835,172.7788846,155.9237491,160.419479,141.0662653
"KLF3",1,654.1183964,544.7205764,626.3061575,445.5491454,511.6664424,579.5328909,444.7338256,495.3626572,469.8308108
"CACNA1H",1,1143.927914,868.893307,1282.235685,841.0194356,794.8450542,973.5199078,877.739358,1026.031742,989.0747138
"CCDC169",1,11.46777747,3.162356007,14.13692777,1.746248657,2.928057322,4.540169589,4.96816838,5.64399917,4.027293031
"DSCAML1",1,973.0894226,909.033924,1143.374192,792.6928745,841.165616,1002.884568,876.2853036,901.9458097,899.6357279
"ROBO2",1,2623.348308,2477.64211,2718.762786,2268.061015,2377.39792,2604.326913,2410.711372,2572.226036,2424.163542
"AP1S3",1,76.75013893,44.34388173,87.53574259,51.03733059,38.39815025,69.80058558,54.02188389,73.4793134,40.80086591
"GM37472",1,4.433994585,13.6445555,0,5.777133333,5.781810096,7.179652564,10.32001534,5.971835417,10.622474
"GM14685",1,23.03848761,7.398676155,21.87927677,0,0,26.81771492,13.42287564,21.81597579,7.071895105
"CEBPD",1,46.34662256,28.3864791,42.73444537,21.91067824,27.03250563,44.96761604,29.38148618,37.41597089,32.74500831
"P4HA3",1,57.27292968,48.09365752,49.72948317,24.12367713,42.3196453,40.62505224,51.12511528,35.47261633,32.19832778
"ATOH8",1,18.90578678,15.73484972,19.08764426,3.918661664,9.317366898,11.96127743,17.28854716,10.60095911,10.07588314
"CSRP2",1,68.69764019,61.38522652,62.78996083,43.73055044,51.26669475,53.99456073,59.86724808,49.23753954,50.31082827
"ZFP583",1,116.9547208,109.9667908,111.3191722,82.49673266,91.00825344,95.93144903,105.1696481,94.73553727,87.18426537
"TMOD3",1,588.7252691,514.8480299,550.5043616,417.3565661,517.3048986,466.4492739,482.577503,459.3317452,477.6040834
"WNT6",1,36.50517236,19.77094211,32.69301046,7.894181889,20.79704976,17.83881061,24.45928762,19.80859194,19.95734074
"ACYP2",1,223.2980153,208.3980984,224.2678645,190.8336656,209.4997828,201.6379052,215.678201,205.9871322,207.1345774
"RDH5",1,45.13840986,38.97539803,35.73596008,28.54085241,31.48744601,26.94963698,41.03176131,24.53239895,28.25929412
"SETD2",1,1410.011686,1369.980143,1369.837564,1189.852631,1225.444682,1163.323013,1429.664824,1140.933845,1188.751758
"GM8797",1,2.212811856,2.099257802,5.199234622,4.61529845,5.785157443,4.757063436,3.777496217,4.492202732,3.540833282
"GM38014",1,7.667763855,3.184933577,5.221142338,3.447943126,7.726017742,4.678753175,6.709604932,6.723790398,9.743210368
"TRMT2A",1,495.2434602,438.9158928,411.9479397,335.455915,401.0354154,398.054029,454.980622,331.614086,397.2458213
"CHST9",1,8.17481488,5.787284779,4.627482129,2.119389745,2.145841633,4.371601069,6.277623383,1.376155464,3.267923617
"GGCX",1,239.2447477,198.8626672,232.6906103,168.5968738,195.2808497,168.8776299,217.2506453,178.9244553,213.6714806
"SAFB",1,2197.785983,2118.086647,2242.568746,1994.070486,2069.592843,1930.497696,2165.337251,1950.509414,2142.558055
"WDR74",1,297.5544191,300.0726276,300.9756943,257.068386,280.7387875,276.431953,310.2409173,259.3145369,296.661329
"UBE2G2",1,795.3033892,769.3115611,768.437528,652.8135336,723.1277478,684.901353,762.0567336,674.4411484,709.631377
"PPT2",1,356.0883337,355.9028989,353.6836151,330.4971158,345.4685104,337.8258762,355.024843,339.4301512,348.6258701
"ZFP369",1,456.3611731,468.0994618,460.3749423,395.930251,453.4001978,451.2199844,436.9811634,391.5906842,407.6601588
"HRH2",1,238.1537283,232.2739866,230.9654187,200.573481,219.6773849,229.2289162,213.2816821,193.2754693,207.895428
"GM14168",1,40.80611305,34.9334685,38.34043099,23.10437068,28.88537798,25.94133167,30.42707317,21.72765377,23.00123951
"CHD2",1,1387.718701,1310.677648,1322.6655,1172.277621,1258.705597,1253.530138,1277.030614,1153.105107,1095.124797
"GM38431",1,34.43532531,39.65295026,36.46293806,28.77019387,33.84334107,41.98515901,26.26782045,35.81420463,57.60756669
"ZFP389",1,1.035992323,5.841817886,4.85170428,10.65530711,4.50824084,6.697836449,11.61319971,2.782024993,4.953730512
"GM44087",1,42.06168823,37.74693497,41.62805111,39.17468712,48.29659214,34.51069556,39.64630925,39.60564771,63.8058607
"PAFAH2",1,130.7397116,115.6854507,112.6493796,80.14743286,108.8082806,114.2052796,103.0714098,97.79620367,95.03377693
"SLC25A19",1,622.5262979,579.0994679,607.8675827,517.090856,609.535967,602.4119142,582.0172916,537.1038926,537.1462661
"CYREN",1,73.79752229,58.59607697,64.55758215,30.66341572,71.54449715,72.59558425,50.98884406,42.45500347,44.42945496
"9430064I24RIK",1,16.48812511,11.64360855,14.56471655,20.74609352,18.31184741,11.78001757,14.29591143,14.21048092,17.7140138
"GM49701",1,4.377623824,6.343797448,5.258386194,1.139960671,5.860544299,4.692807902,7.667841677,5.192344828,4.423978736
"2010001A14RIK",1,6.613635507,10.58464035,15.63793099,6.81533992,7.76443893,5.926472979,3.859185413,8.801068799,12.44808085
"GM30329",1,33.15550535,26.34129671,13.56710168,16.15002584,25.04274518,36.51613409,25.6509359,22.50205498,28.23302824
"MMACHC",68,194.084785,172.2454896,147.0972226,195.733015,162.1556788,221.808291,160.8212923,214.3109351,174.1683995
"PTPN11",68,3378.096818,3304.739029,3012.32783,3426.794271,3180.932397,3573.924224,3194.037374,3451.496589,3279.389388
"PSD4",68,18.27330403,17.82937688,9.548302278,19.73217393,11.09184741,25.50388671,16.78888066,20.10637341,14.77607135
"RBM34",68,352.3828445,364.1389985,294.3239567,365.7667983,318.1805167,420.4218511,365.0277234,394.8759782,332.748715
"GMEB1",68,340.4991447,317.8666574,271.1073775,321.4047637,286.1019887,351.1784479,323.6739719,390.9671735,338.0342157
"WDR5B",68,99.67777803,88.10088426,81.25992799,101.3630587,83.02946534,99.70783847,98.28774244,112.8895818,101.8909031
"SLC35A1",68,265.5134885,268.8988304,253.669454,286.7438371,250.5032218,291.9482088,282.3292061,307.695752,270.5496261
"LRRC51",68,21.56892068,22.87315897,17.57105279,26.68380376,15.37487011,28.91070682,25.09948796,37.42385526,28.64444493
"CD300C2",68,41.38007187,31.94988978,40.1371274,41.35279786,38.04132611,46.81346648,38.51000284,47.4710766,41.84618573
"GM5784",68,6372.368812,5763.531868,5683.873153,7218.505083,5805.658827,6736.863212,6344.778604,6359.376859,5751.185533
"MFSD3",68,59.36517735,28.22406074,41.92029367,59.35565597,40.00244964,91.8425104,65.5181214,108.3160907,57.29297784
"4833445I07RIK",68,151.5019649,310.5183028,233.1968067,211.0631629,234.7991955,240.6308163,202.4503304,190.0471418,238.2019301
"GATC",68,367.9126235,329.8457117,338.6915605,384.9929914,343.9887094,381.9341471,360.1331085,364.4145949,375.8019673
"GM34425",68,4.406102401,4.239381415,6.243534995,2.297648192,12.57571067,9.455141846,3.802781959,9.674683419,6.200490107
"CFAP161",68,5.512707945,2.106126759,2.088785445,4.590973152,1.932188466,7.079072821,2.859602723,5.229431587,4.426152802
